model,redshift,sub_id,logMstar,resid,bbarolo_rc
SIDM1,1.0,53109,10.445,3.4740,0
SIDM1,0.5,68169,10.687,3.4727,0
CDM,1.0,55506,10.197,3.4719,0
CDM,1.0,41674,10.948,3.4700,0
SIDM1,3.0,11931,10.475,3.4694,0
SIDM1,2.0,39764,9.892,3.4685,0
CDM,3.0,21164,9.835,3.4685,0
vSIDM,2.0,31084,9.919,3.4673,0
vSIDM,2.0,22367,10.647,3.4647,0
CDM,0.5,79670,10.029,3.4642,0
vSIDM,2.0,28343,9.920,3.4636,0
CDM,2.0,24844,10.622,3.4635,0
vSIDM,2.0,41888,9.928,3.4627,0
CDM,1.0,60319,9.934,3.4618,0
SIDM1,1.0,66792,9.767,3.4616,0
vSIDM,2.0,36078,9.918,3.4613,0
vSIDM,0.5,77842,10.222,3.4594,0
CDM,1.0,62365,10.113,3.4593,0
CDM,2.0,42306,9.823,3.4580,0
CDM,1.0,70574,9.950,3.4578,0
vSIDM,1.0,61959,10.046,3.4552,0
CDM,1.0,33145,10.807,3.4547,0
CDM,1.0,66004,10.074,3.4540,0
SIDM1,2.0,45696,9.787,3.4532,0
SIDM1,1.0,51599,10.553,3.4526,0
CDM,1.0,44841,10.746,3.4507,0
vSIDM,1.0,52463,10.530,3.4480,0
SIDM1,1.0,66122,9.820,3.4480,0
vSIDM,1.0,53570,10.440,3.4478,0
vSIDM,1.0,63278,9.878,3.4477,0
CDM,1.0,48497,10.530,3.4458,0
CDM,1.0,43054,10.941,3.4448,0
CDM,1.0,71001,9.987,3.4421,0
CDM,1.0,40470,10.576,3.4407,0
CDM,0.5,72290,10.455,3.4403,0
CDM,0.5,62557,10.817,3.4395,0
vSIDM,1.0,31984,10.482,3.4394,0
SIDM1,1.0,73601,9.741,3.4394,0
SIDM1,1.0,54483,10.641,3.4379,0
vSIDM,1.0,56346,10.389,3.4374,0
SIDM1,1.0,67161,10.121,3.4357,0
CDM,0.5,82068,10.267,3.4342,0
SIDM1,0.5,62182,10.626,3.4321,0
vSIDM,3.0,10836,10.452,3.4310,0
vSIDM,1.0,60664,10.085,3.4309,0
CDM,1.0,60499,10.298,3.4302,0
vSIDM,3.0,13569,10.071,3.4301,0
vSIDM,1.0,54945,10.143,3.4297,0
SIDM1,1.0,54032,10.128,3.4243,0
CDM,2.0,30945,9.914,3.4224,0
CDM,1.0,44071,10.722,3.4222,0
SIDM1,1.0,69540,9.883,3.4198,0
SIDM1,2.0,38206,9.899,3.4161,0
SIDM1,1.0,59341,10.399,3.4142,0
vSIDM,1.0,54213,10.345,3.4142,0
CDM,0.5,85152,9.976,3.4139,0
vSIDM,1.0,24306,11.390,3.4120,0
CDM,1.0,47893,10.716,3.4118,0
vSIDM,1.0,51789,10.059,3.4110,0
vSIDM,0.5,27542,11.523,3.4089,0
vSIDM,2.0,12232,10.715,3.4077,0
vSIDM,1.0,40668,10.692,3.4076,0
CDM,1.0,48916,10.584,3.4064,0
vSIDM,2.0,37134,9.832,3.4060,0
SIDM1,2.0,24208,9.965,3.4032,0
vSIDM,2.0,38595,9.969,3.4018,0
CDM,1.0,63261,10.145,3.4016,0
SIDM1,2.0,4936,11.203,3.3982,0
vSIDM,1.0,59430,10.299,3.3974,0
vSIDM,1.0,58481,9.794,3.3954,0
vSIDM,2.0,32665,9.999,3.3931,0
vSIDM,2.0,28763,10.221,3.3917,0
SIDM1,0.5,85436,10.136,3.3908,0
CDM,2.0,43846,9.906,3.3906,0
vSIDM,2.0,38959,9.869,3.3888,0
vSIDM,2.0,34650,9.956,3.3843,0
SIDM1,2.0,30064,10.231,3.3837,0
SIDM1,1.0,59643,10.091,3.3830,0
SIDM1,1.0,70256,9.875,3.3826,0
vSIDM,1.0,52641,10.382,3.3823,0
vSIDM,3.0,4042,10.949,3.3820,0
CDM,1.0,57144,10.375,3.3809,0
SIDM1,1.0,77527,9.758,3.3805,0
vSIDM,1.0,59195,10.146,3.3781,0
SIDM1,2.0,44580,9.776,3.3777,0
CDM,1.0,55904,10.170,3.3775,0
CDM,1.0,73234,10.069,3.3774,0
vSIDM,1.0,45721,10.845,3.3762,0
SIDM1,1.0,60530,10.270,3.3756,0
vSIDM,2.0,29999,10.032,3.3752,0
vSIDM,1.0,67602,9.981,3.3750,0
CDM,0.5,76023,10.195,3.3746,0
SIDM1,1.0,51885,10.510,3.3743,0
CDM,1.0,67699,9.756,3.3730,0
SIDM1,1.0,72686,10.098,3.3688,0
SIDM1,1.0,42390,10.563,3.3668,0
SIDM1,2.0,38109,9.803,3.3643,0
CDM,1.0,63384,10.216,3.3639,0
vSIDM,0.5,46302,10.632,3.3629,0
SIDM1,0.5,91492,9.858,3.3603,0
vSIDM,0.5,66806,10.630,3.3602,0
vSIDM,2.0,31044,10.085,3.3600,0
CDM,2.0,32101,10.203,3.3590,0
CDM,1.0,59323,10.031,3.3581,0
SIDM1,1.0,60868,10.058,3.3572,0
SIDM1,2.0,25678,10.400,3.3564,0
vSIDM,0.5,73028,10.002,3.3516,0
SIDM1,1.0,51231,10.241,3.3503,0
SIDM1,1.0,53898,10.487,3.3478,0
SIDM1,2.0,25296,9.953,3.3470,0
SIDM1,2.0,33681,10.205,3.3470,0
vSIDM,0.5,44954,10.955,3.3416,0
CDM,1.0,41226,10.563,3.3414,0
vSIDM,1.0,57013,10.253,3.3401,0
vSIDM,1.0,63421,9.922,3.3395,0
SIDM1,2.0,45157,9.757,3.3387,0
SIDM1,1.0,61295,10.298,3.3382,0
CDM,1.0,47610,10.749,3.3380,0
CDM,2.0,30223,10.029,3.3378,0
vSIDM,0.5,61111,10.568,3.3378,0
vSIDM,0.5,62871,10.412,3.3375,0
vSIDM,1.0,45615,10.478,3.3361,0
CDM,1.0,48270,10.314,3.3345,0
vSIDM,2.0,14896,10.724,3.3328,0
vSIDM,0.5,65063,10.762,3.3328,0
vSIDM,2.0,32049,10.095,3.3325,0
CDM,1.0,49822,10.378,3.3324,0
SIDM1,2.0,29866,10.212,3.3322,0
SIDM1,2.0,7621,11.372,3.3321,0
CDM,1.0,51785,10.555,3.3312,0
vSIDM,1.0,40381,10.676,3.3301,0
vSIDM,0.5,72975,10.357,3.3290,0
vSIDM,1.0,42291,10.611,3.3289,0
vSIDM,1.0,54786,10.469,3.3281,0
SIDM1,2.0,21944,10.390,3.3280,0
vSIDM,0.5,71943,10.062,3.3274,0
vSIDM,1.0,57275,10.342,3.3264,0
vSIDM,2.0,27510,10.391,3.3261,0
vSIDM,1.0,68710,9.858,3.3254,0
SIDM1,1.0,59193,9.927,3.3250,0
CDM,2.0,37363,9.953,3.3248,0
vSIDM,1.0,62121,10.145,3.3226,0
vSIDM,1.0,38987,10.565,3.3218,0
SIDM1,1.0,51051,10.210,3.3214,0
vSIDM,1.0,51499,10.391,3.3207,0
CDM,1.0,50554,10.622,3.3189,0
vSIDM,0.5,81438,9.997,3.3184,0
SIDM1,1.0,58845,10.037,3.3173,0
vSIDM,1.0,47619,10.482,3.3171,0
SIDM1,0.5,65193,10.763,3.3154,0
vSIDM,2.0,32789,10.002,3.3153,0
vSIDM,0.5,59836,10.765,3.3145,0
CDM,2.0,19788,10.048,3.3120,0
vSIDM,1.0,56198,10.281,3.3120,0
SIDM1,2.0,33911,9.832,3.3107,0
vSIDM,0.5,85461,9.938,3.3095,0
vSIDM,0.5,45211,10.995,3.3084,0
CDM,0.5,78328,10.458,3.3070,0
SIDM1,1.0,67065,9.943,3.3067,0
vSIDM,0.5,81693,10.239,3.3060,0
CDM,1.0,65932,10.014,3.3057,0
CDM,1.0,36740,10.896,3.3054,0
SIDM1,2.0,41375,9.773,3.3049,0
SIDM1,1.0,58099,10.173,3.3045,0
vSIDM,3.0,13697,9.955,3.3039,0
CDM,1.0,48861,10.771,3.3025,0
CDM,2.0,23361,10.466,3.3024,0
vSIDM,1.0,40540,10.419,3.3024,0
SIDM1,1.0,59452,9.944,3.3013,0
vSIDM,0.5,64381,10.727,3.3000,0
SIDM1,2.0,20436,10.586,3.2998,0
vSIDM,0.5,53592,10.991,3.2997,0
CDM,2.0,38721,9.810,3.2969,0
vSIDM,1.0,64059,9.838,3.2969,0
vSIDM,2.0,24954,10.130,3.2957,0
SIDM1,1.0,31009,10.807,3.2953,0
SIDM1,0.5,79665,9.753,3.2933,0
SIDM1,0.5,72313,10.500,3.2911,0
vSIDM,0.5,59440,10.603,3.2882,0
SIDM1,1.0,68098,9.761,3.2882,0
SIDM1,1.0,65029,10.137,3.2855,0
SIDM1,2.0,47965,9.825,3.2827,0
vSIDM,0.5,56666,10.890,3.2825,0
SIDM1,1.0,43369,10.510,3.2822,0
CDM,0.5,49486,10.886,3.2805,0
CDM,1.0,64355,10.360,3.2783,0
vSIDM,1.0,51008,10.216,3.2767,0
SIDM1,0.5,80138,9.950,3.2764,0
CDM,0.5,75099,10.393,3.2742,0
vSIDM,0.5,81085,10.060,3.2741,0
CDM,2.0,14469,10.917,3.2720,0
CDM,0.5,71309,10.443,3.2712,0
SIDM1,2.0,41141,9.810,3.2697,0
SIDM1,2.0,45065,9.935,3.2685,0
CDM,0.5,81747,10.106,3.2683,0
vSIDM,2.0,23854,10.023,3.2681,0
SIDM1,1.0,54181,10.514,3.2666,0
CDM,1.0,58703,10.266,3.2655,0
CDM,0.5,76671,9.966,3.2620,0
CDM,0.5,71807,10.624,3.2611,0
vSIDM,1.0,43587,10.925,3.2608,0
CDM,1.0,62763,10.117,3.2604,0
CDM,2.0,37121,10.178,3.2603,0
CDM,0.5,81866,10.276,3.2600,0
SIDM1,2.0,32488,9.966,3.2581,0
vSIDM,0.5,66105,10.584,3.2572,0
SIDM1,0.5,86498,9.763,3.2570,0
SIDM1,0.5,76840,10.379,3.2570,0
SIDM1,0.5,79194,10.335,3.2525,0
SIDM1,0.5,71348,10.608,3.2498,0
SIDM1,3.0,23298,9.995,3.2492,0
SIDM1,1.0,68068,9.763,3.2466,0
vSIDM,1.0,72755,9.750,3.2460,0
CDM,1.0,68478,9.845,3.2444,0
SIDM1,0.5,85788,9.720,3.2439,0
CDM,0.5,86002,10.072,3.2432,0
CDM,2.0,39093,9.830,3.2432,0
vSIDM,1.0,48850,10.645,3.2424,0
vSIDM,2.0,37252,9.782,3.2423,0
CDM,2.0,35761,10.102,3.2402,0
vSIDM,1.0,71947,9.824,3.2402,0
CDM,2.0,32657,10.238,3.2402,0
vSIDM,3.0,15252,9.925,3.2389,0
vSIDM,1.0,62984,10.088,3.2356,0
vSIDM,1.0,52136,10.348,3.2328,0
vSIDM,0.5,63178,10.071,3.2327,0
vSIDM,1.0,59882,9.968,3.2321,0
SIDM1,1.0,73164,9.953,3.2317,0
CDM,1.0,55088,9.787,3.2316,0
SIDM1,0.5,48441,10.786,3.2315,0
SIDM1,1.0,42060,10.841,3.2287,0
CDM,0.5,54929,10.919,3.2287,0
CDM,0.5,83033,10.209,3.2270,0
CDM,0.5,90826,9.768,3.2258,0
SIDM1,1.0,73711,9.933,3.2244,0
SIDM1,1.0,55017,10.555,3.2228,0
SIDM1,3.0,20727,9.956,3.2148,0
SIDM1,3.0,20548,9.841,3.2099,0
CDM,0.5,46653,11.058,3.2070,0
SIDM1,1.0,56228,10.446,3.2039,0
CDM,1.0,58394,10.062,3.2009,0
SIDM1,1.0,52240,10.184,3.1999,0
CDM,1.0,61900,10.351,3.1986,0
CDM,0.5,64398,10.631,3.1981,0
vSIDM,1.0,53203,10.622,3.1977,0
SIDM1,2.0,35584,9.962,3.1971,0
CDM,1.0,54451,10.371,3.1962,0
CDM,1.0,64961,10.185,3.1962,0
CDM,1.0,64991,9.988,3.1947,0
vSIDM,1.0,66208,9.846,3.1886,0
CDM,1.0,62720,10.272,3.1872,0
CDM,1.0,64724,10.105,3.1865,0
vSIDM,1.0,61202,10.089,3.1860,0
CDM,0.5,77583,10.163,3.1847,0
CDM,1.0,44328,10.932,3.1827,0
vSIDM,1.0,42503,10.494,3.1822,0
vSIDM,2.0,21327,10.052,3.1807,0
CDM,2.0,42582,9.758,3.1805,0
SIDM1,0.5,83009,10.105,3.1797,0
vSIDM,1.0,54974,10.347,3.1792,0
CDM,1.0,57743,9.899,3.1784,0
CDM,0.5,77541,10.137,3.1767,0
SIDM1,1.0,55755,10.295,3.1751,0
vSIDM,1.0,54574,10.016,3.1737,0
vSIDM,0.5,65908,10.464,3.1718,0
SIDM1,0.5,74591,10.170,3.1717,0
SIDM1,0.5,59539,10.740,3.1703,0
CDM,1.0,47682,10.338,3.1694,0
CDM,1.0,58442,10.481,3.1693,0
vSIDM,1.0,55204,10.384,3.1690,0
CDM,1.0,62813,10.295,3.1686,0
SIDM1,0.5,73233,10.357,3.1664,0
vSIDM,2.0,32007,9.812,3.1657,0
vSIDM,1.0,55514,10.236,3.1657,0
CDM,1.0,68158,10.016,3.1640,0
CDM,0.5,83990,10.132,3.1620,0
SIDM1,2.0,41511,10.036,3.1603,0
SIDM1,1.0,66293,10.001,3.1602,0
vSIDM,1.0,45145,10.604,3.1597,0
CDM,1.0,46941,10.404,3.1596,0
SIDM1,1.0,49577,10.696,3.1589,0
CDM,1.0,61951,10.283,3.1578,0
vSIDM,0.5,61836,10.695,3.1563,0
vSIDM,1.0,50525,9.922,3.1554,0
vSIDM,0.5,68990,10.576,3.1553,0
vSIDM,2.0,13493,10.823,3.1549,0
vSIDM,1.0,68684,9.837,3.1542,0
vSIDM,0.5,71902,10.468,3.1539,0
CDM,1.0,48611,10.536,3.1528,0
CDM,1.0,70947,9.974,3.1524,0
vSIDM,1.0,63627,10.074,3.1518,0
CDM,1.0,29783,11.036,3.1504,0
vSIDM,1.0,69498,9.871,3.1504,0
SIDM1,0.5,82989,10.160,3.1502,0
SIDM1,1.0,59384,10.237,3.1486,0
vSIDM,0.5,70389,10.240,3.1477,0
vSIDM,2.0,45452,9.765,3.1474,0
vSIDM,0.5,76563,10.308,3.1457,0
CDM,1.0,49627,10.613,3.1451,0
vSIDM,3.0,5022,10.599,3.1444,0
CDM,0.5,50309,10.700,3.1442,0
SIDM1,1.0,55999,10.545,3.1433,0
SIDM1,0.5,81470,10.350,3.1426,0
SIDM1,1.0,70105,9.833,3.1415,0
CDM,0.5,75352,10.043,3.1409,0
SIDM1,1.0,70441,9.776,3.1377,0
SIDM1,1.0,63969,10.227,3.1376,0
SIDM1,1.0,60631,10.361,3.1363,0
vSIDM,1.0,63778,10.055,3.1357,0
CDM,1.0,65513,9.948,3.1357,0
SIDM1,2.0,33790,10.328,3.1355,0
SIDM1,0.5,84853,10.012,3.1349,0
SIDM1,2.0,42742,9.982,3.1347,0
SIDM1,2.0,22527,10.260,3.1344,0
SIDM1,0.5,74667,10.379,3.1321,0
vSIDM,1.0,50858,10.255,3.1320,0
vSIDM,0.5,80218,9.966,3.1314,0
CDM,1.0,57476,10.334,3.1295,0
SIDM1,0.5,58549,10.708,3.1286,0
vSIDM,1.0,56020,10.201,3.1237,0
SIDM1,1.0,56834,10.151,3.1228,0
SIDM1,1.0,69166,9.961,3.1219,0
SIDM1,1.0,54333,10.059,3.1213,0
vSIDM,1.0,66620,9.774,3.1200,0
SIDM1,1.0,71504,10.123,3.1197,0
CDM,1.0,35094,10.656,3.1184,0
SIDM1,1.0,68414,9.968,3.1175,0
SIDM1,0.5,86140,10.270,3.1170,0
CDM,1.0,58942,10.266,3.1153,0
SIDM1,1.0,63325,9.794,3.1146,0
SIDM1,0.5,69188,10.662,3.1134,0
CDM,0.5,59683,10.828,3.1122,0
vSIDM,2.0,33379,9.767,3.1103,0
SIDM1,0.5,84046,9.959,3.1096,0
CDM,0.5,88238,10.102,3.1093,0
SIDM1,0.5,76671,10.495,3.1080,0
vSIDM,1.0,72524,9.718,3.1078,0
SIDM1,1.0,66966,10.099,3.1070,0
SIDM1,1.0,69752,9.771,3.1067,0
vSIDM,0.5,66261,10.195,3.1056,0
vSIDM,1.0,50139,10.587,3.1047,0
SIDM1,1.0,71242,9.768,3.1041,0
vSIDM,1.0,39984,10.561,3.1025,0
SIDM1,1.0,70492,9.915,3.1023,0
CDM,1.0,60540,10.429,3.1014,0
SIDM1,1.0,54933,10.437,3.0995,0
SIDM1,2.0,29096,10.373,3.0995,0
SIDM1,1.0,51702,10.529,3.0974,0
vSIDM,1.0,56138,10.289,3.0972,0
CDM,1.0,71306,9.880,3.0971,0
SIDM1,1.0,64526,10.126,3.0967,0
CDM,1.0,61346,10.166,3.0961,0
SIDM1,2.0,44980,9.809,3.0961,0
CDM,0.5,72377,10.627,3.0952,0
vSIDM,0.5,63737,10.611,3.0933,0
CDM,0.5,77323,10.231,3.0922,0
SIDM1,1.0,52852,10.369,3.0913,0
CDM,1.0,61447,9.828,3.0911,0
CDM,1.0,44445,10.508,3.0907,0
CDM,1.0,69921,10.061,3.0903,0
CDM,0.5,57440,10.594,3.0902,0
SIDM1,1.0,55271,10.352,3.0893,0
CDM,0.5,71186,10.226,3.0890,0
SIDM1,3.0,23138,9.870,3.0885,0
CDM,0.5,84654,9.918,3.0880,0
vSIDM,0.5,68382,10.400,3.0870,0
CDM,1.0,40632,10.576,3.0865,0
vSIDM,1.0,31723,10.792,3.0857,0
vSIDM,0.5,58159,10.879,3.0849,0
SIDM1,2.0,9445,11.043,3.0841,0
CDM,0.5,76974,10.146,3.0824,0
vSIDM,1.0,32440,10.846,3.0803,0
CDM,1.0,72224,9.976,3.0801,0
CDM,0.5,81298,10.134,3.0798,0
SIDM1,0.5,82588,10.055,3.0797,0
CDM,0.5,86730,9.740,3.0763,0
vSIDM,1.0,47528,10.656,3.0752,0
vSIDM,1.0,65547,9.832,3.0728,0
CDM,1.0,50740,10.643,3.0711,0
CDM,0.5,70487,9.883,3.0689,0
SIDM1,0.5,79488,9.807,3.0675,0
vSIDM,0.5,73456,10.169,3.0674,0
CDM,0.5,65872,10.744,3.0657,0
SIDM1,1.0,36755,10.718,3.0645,0
vSIDM,2.0,19686,10.530,3.0640,0
SIDM1,1.0,65628,10.090,3.0632,0
vSIDM,0.5,65634,10.673,3.0630,0
CDM,1.0,64698,10.071,3.0616,0
SIDM1,0.5,83949,9.813,3.0615,0
vSIDM,0.5,73719,10.354,3.0606,0
CDM,0.5,82331,10.289,3.0588,0
vSIDM,0.5,62562,10.781,3.0581,0
SIDM1,0.5,78784,10.324,3.0565,0
vSIDM,1.0,49868,10.634,3.0559,0
CDM,1.0,33659,10.845,3.0557,0
SIDM1,2.0,19602,10.125,3.0556,0
SIDM1,2.0,42788,9.910,3.0549,0
SIDM1,1.0,66844,9.989,3.0544,0
CDM,2.0,37940,9.904,3.0534,0
vSIDM,1.0,58663,10.145,3.0523,0
SIDM1,2.0,25479,10.084,3.0511,0
vSIDM,1.0,60945,9.917,3.0511,0
vSIDM,1.0,56766,10.374,3.0509,0
SIDM1,0.5,55783,11.040,3.0497,0
CDM,1.0,62408,10.149,3.0493,0
vSIDM,1.0,70889,9.918,3.0481,0
vSIDM,2.0,23087,10.566,3.0465,0
CDM,2.0,22427,9.964,3.0444,0
vSIDM,1.0,63811,10.126,3.0431,0
vSIDM,1.0,56552,10.125,3.0431,0
vSIDM,1.0,31256,10.996,3.0430,0
SIDM1,1.0,62443,9.870,3.0424,0
CDM,1.0,69839,9.851,3.0414,0
vSIDM,1.0,59267,10.091,3.0410,0
SIDM1,0.5,88477,9.849,3.0398,0
CDM,1.0,58826,10.288,3.0398,0
CDM,1.0,54858,10.290,3.0374,0
vSIDM,1.0,65989,9.860,3.0369,0
vSIDM,2.0,37524,9.762,3.0365,0
SIDM1,1.0,50300,10.670,3.0357,0
SIDM1,2.0,37632,9.947,3.0354,0
vSIDM,2.0,39298,9.754,3.0307,0
CDM,0.5,62110,10.871,3.0306,0
vSIDM,0.5,81804,10.031,3.0276,0
vSIDM,1.0,71844,9.750,3.0276,0
CDM,2.0,38906,9.893,3.0257,0
CDM,2.0,40235,10.170,3.0224,0
SIDM1,1.0,60192,10.017,3.0209,0
SIDM1,2.0,39921,10.160,3.0198,0
SIDM1,2.0,42105,9.821,3.0194,0
vSIDM,0.5,83826,10.044,3.0156,0
CDM,0.5,74769,10.015,3.0138,0
SIDM1,0.5,84402,10.220,3.0133,0
vSIDM,0.5,60524,10.274,3.0119,0
CDM,1.0,57042,10.396,3.0119,0
vSIDM,1.0,61824,9.896,3.0111,0
SIDM1,1.0,62200,10.187,3.0078,0
CDM,2.0,38596,10.314,3.0074,0
CDM,1.0,64485,10.107,3.0070,0
SIDM1,1.0,62694,9.976,3.0060,0
vSIDM,2.0,34282,10.190,3.0049,0
vSIDM,1.0,59689,9.902,3.0047,0
CDM,2.0,44352,9.821,3.0037,0
SIDM1,0.5,81599,10.270,3.0026,0
SIDM1,0.5,76619,10.309,3.0019,0
CDM,2.0,23809,10.660,3.0011,0
SIDM1,2.0,30253,10.343,3.0009,0
CDM,2.0,30357,10.361,3.0008,0
CDM,2.0,47088,9.854,2.9995,0
SIDM1,1.0,65339,10.069,2.9994,0
vSIDM,1.0,67241,9.858,2.9980,0
vSIDM,1.0,46774,10.599,2.9973,0
SIDM1,1.0,65187,10.108,2.9963,0
SIDM1,0.5,71688,10.486,2.9944,0
SIDM1,0.5,62356,10.538,2.9937,0
vSIDM,1.0,67103,9.750,2.9934,0
vSIDM,0.5,85718,10.047,2.9883,0
SIDM1,0.5,82870,10.110,2.9861,0
SIDM1,1.0,65140,10.028,2.9860,0
CDM,0.5,81675,10.203,2.9823,0
CDM,1.0,34377,10.806,2.9819,0
SIDM1,1.0,67794,9.861,2.9778,0
SIDM1,1.0,49823,10.520,2.9756,0
SIDM1,0.5,85255,9.898,2.9746,0
CDM,2.0,39854,9.867,2.9738,0
SIDM1,0.5,71851,10.287,2.9731,0
SIDM1,0.5,87079,9.807,2.9717,0
vSIDM,1.0,65192,9.971,2.9715,0
SIDM1,1.0,40576,10.809,2.9709,0
SIDM1,2.0,43033,9.828,2.9705,0
CDM,0.5,86695,9.955,2.9701,0
vSIDM,2.0,19258,10.512,2.9697,0
vSIDM,1.0,56295,10.098,2.9691,0
SIDM1,0.5,72983,10.124,2.9682,0
CDM,1.0,62539,10.166,2.9682,0
vSIDM,1.0,57777,10.371,2.9673,0
CDM,1.0,67321,10.259,2.9668,0
vSIDM,0.5,83456,9.735,2.9657,0
SIDM1,1.0,64788,10.060,2.9628,0
vSIDM,0.5,77196,10.292,2.9621,0
CDM,1.0,66929,10.012,2.9620,0
SIDM1,0.5,72511,10.613,2.9608,0
vSIDM,0.5,74847,10.264,2.9602,0
SIDM1,1.0,61193,10.405,2.9600,0
vSIDM,0.5,62017,10.657,2.9599,0
vSIDM,2.0,20982,10.317,2.9589,0
CDM,0.5,72215,10.444,2.9588,0
CDM,2.0,35306,9.957,2.9562,0
vSIDM,1.0,61882,9.792,2.9561,0
vSIDM,2.0,38685,9.963,2.9559,0
SIDM1,1.0,61353,9.797,2.9557,0
vSIDM,0.5,55866,10.987,2.9551,0
SIDM1,0.5,82428,9.866,2.9549,0
CDM,1.0,81874,9.723,2.9529,0
vSIDM,0.5,63305,10.726,2.9523,0
CDM,0.5,67993,10.565,2.9519,0
vSIDM,2.0,37152,9.962,2.9517,0
SIDM1,1.0,58169,10.500,2.9516,0
CDM,0.5,70304,10.008,2.9505,0
CDM,1.0,66293,10.095,2.9477,0
vSIDM,0.5,62433,10.260,2.9470,0
CDM,0.5,63921,10.579,2.9469,0
vSIDM,0.5,77299,10.080,2.9458,0
CDM,1.0,74850,9.758,2.9446,0
vSIDM,1.0,48708,10.097,2.9433,0
vSIDM,1.0,27330,11.239,2.9429,0
vSIDM,0.5,81051,9.961,2.9427,0
SIDM1,1.0,47601,10.653,2.9420,0
CDM,2.0,40856,9.788,2.9396,0
SIDM1,0.5,78467,10.126,2.9391,0
SIDM1,1.0,72112,9.882,2.9377,0
CDM,1.0,74967,9.870,2.9364,0
CDM,1.0,61176,10.067,2.9364,0
CDM,1.0,61083,10.210,2.9363,0
SIDM1,0.5,78110,9.983,2.9363,0
SIDM1,0.5,68063,10.739,2.9359,0
vSIDM,2.0,33164,9.815,2.9356,0
SIDM1,0.5,80997,9.914,2.9336,0
SIDM1,1.0,76747,9.735,2.9327,0
CDM,1.0,62216,10.121,2.9321,0
CDM,1.0,60734,10.057,2.9305,0
SIDM1,2.0,17708,10.666,2.9291,0
vSIDM,1.0,34819,10.518,2.9288,0
vSIDM,1.0,42881,10.725,2.9282,0
SIDM1,1.0,57080,10.244,2.9275,0
vSIDM,1.0,63460,9.911,2.9262,0
SIDM1,1.0,66233,9.955,2.9259,0
CDM,0.5,93510,9.736,2.9250,0
SIDM1,0.5,86468,9.909,2.9241,0
CDM,1.0,53083,10.463,2.9224,0
CDM,0.5,80895,9.837,2.9211,0
CDM,1.0,52291,10.600,2.9210,0
CDM,0.5,65054,10.232,2.9204,0
vSIDM,1.0,51439,10.615,2.9204,0
SIDM1,1.0,66688,9.866,2.9191,0
CDM,0.5,80818,9.902,2.9180,0
vSIDM,1.0,33239,10.639,2.9162,0
SIDM1,0.5,88929,9.963,2.9158,0
SIDM1,0.5,76322,10.345,2.9151,0
CDM,1.0,59757,10.065,2.9139,0
SIDM1,1.0,63000,10.382,2.9138,0
SIDM1,1.0,63513,10.223,2.9137,0
SIDM1,1.0,58714,10.284,2.9134,0
SIDM1,1.0,74267,9.925,2.9132,0
vSIDM,1.0,37544,10.549,2.9124,0
vSIDM,1.0,57213,9.841,2.9096,0
SIDM1,2.0,23887,10.381,2.9096,0
CDM,1.0,69344,9.834,2.9075,0
SIDM1,0.5,67264,10.397,2.9063,0
CDM,1.0,42748,10.679,2.9059,0
CDM,1.0,51861,10.644,2.9058,0
vSIDM,0.5,80445,10.056,2.9058,0
SIDM1,2.0,24682,10.560,2.9052,0
CDM,0.5,85057,10.234,2.9000,0
SIDM1,1.0,73006,9.792,2.8989,0
SIDM1,0.5,66692,10.486,2.8977,0
vSIDM,1.0,52942,10.178,2.8975,0
SIDM1,0.5,86979,9.904,2.8972,0
CDM,0.5,82253,10.052,2.8971,0
CDM,0.5,42432,10.771,2.8964,0
SIDM1,1.0,61235,9.749,2.8946,0
vSIDM,0.5,73230,10.179,2.8939,0
vSIDM,1.0,54829,10.114,2.8921,0
vSIDM,0.5,79577,10.116,2.8903,0
SIDM1,1.0,70861,9.982,2.8885,0
vSIDM,1.0,65148,9.875,2.8880,0
SIDM1,1.0,72089,9.980,2.8861,0
vSIDM,0.5,79432,9.931,2.8848,0
SIDM1,1.0,71053,9.993,2.8836,0
CDM,1.0,49279,10.491,2.8831,0
SIDM1,1.0,69865,10.069,2.8810,0
CDM,1.0,59013,10.238,2.8800,0
SIDM1,1.0,66987,10.150,2.8773,0
vSIDM,0.5,68641,9.728,2.8766,0
vSIDM,2.0,29082,10.030,2.8759,0
SIDM1,0.5,85108,9.967,2.8755,0
vSIDM,0.5,76232,9.880,2.8741,0
SIDM1,0.5,68755,10.476,2.8735,0
SIDM1,1.0,49349,10.602,2.8729,0
vSIDM,0.5,45679,10.903,2.8721,0
vSIDM,0.5,58027,10.815,2.8713,0
CDM,0.5,32219,11.044,2.8703,0
CDM,0.5,74559,10.127,2.8701,0
vSIDM,0.5,71200,10.259,2.8693,0
SIDM1,1.0,33435,10.849,2.8669,0
CDM,0.5,89362,9.941,2.8663,0
SIDM1,1.0,62252,9.886,2.8661,0
vSIDM,1.0,65464,9.873,2.8656,0
CDM,0.5,90168,9.947,2.8630,0
SIDM1,1.0,32665,10.865,2.8621,0
SIDM1,0.5,56406,10.257,2.8612,0
CDM,2.0,36070,9.944,2.8610,0
SIDM1,1.0,57996,10.155,2.8608,0
vSIDM,2.0,45277,9.799,2.8599,0
SIDM1,1.0,82151,9.718,2.8592,0
CDM,0.5,62932,10.768,2.8565,0
CDM,1.0,53810,10.409,2.8562,0
